ID,host,lifecycle_stage,cluster
706ea23d-135b-429a-8e46-22f7585c3436,ottawa-demo.citizenlab.co,demo,prd-can
b1e8d0bc-374a-4706-957c-34ffa08b5be8,eani.demo.citizenlab.co,demo,production-benelux
733adb2c-25b0-4097-a559-93004648f1f8,richmond-demo.citizenlab.co,demo,prd-usw
ac8a8e7e-4489-4958-9738-e85f7b9217e6,stateofutah-demo.citizenlab.co,demo,prd-usw
76b0c48d-d510-41f2-aea6-d0effcba3567,cluj-napoca.demo.citizenlab.co,demo,production-benelux
77f3e4a3-4296-415f-8359-1ca370c71e9a,aberdeenshirecouncil.demo.citizenlab.co,demo,production-benelux
7afb0e8c-3f13-48ff-8be7-58572d1a7da4,corey.citizenlab.co,demo,prd-usw
7b575ae5-2875-484e-af2e-a392fcce5fdb,kalamazoo-demo.citizenlab.co,demo,prd-usw
7c62e00e-bfee-49fd-90ad-4f5aae160404,durian.citizenlab.co,demo,production-benelux
a1badb88-3ad5-46be-bc46-9501a9f5bc01,sfcg.demo.citizenlab.co,demo,production-benelux
804d856b-305e-4f61-9d8a-08398c3b7508,demosector2.citizenlab.co,demo,production-benelux
829972f6-858d-460c-9b81-bceae7be63e8,ps-demo.citizenlab.co,demo,prd-usw
84e7140d-e49a-4de7-a609-d9ba0cb96fab,cityfortterre-demo.citizenlab.co,demo,production-benelux
85761dce-8631-4950-a651-e655b4054b83,tofino-demo.citizenlab.co,demo,prd-usw
9ddd8ce4-d1cf-4f7d-a36a-b5aecc3a1146,timisoaraoras.citizenlab.co,demo,production-benelux
da6b278b-c75d-498f-b3d0-f91c9ceaec79,usdemo21.template.citizenlab.co,demo,production-benelux
