ID,Host,Lifecycle Stage,Deleted 6/11/23,Created At,Response,Notes
26b6357c-6636-4d41-9c77-9be3177a1af9,nunoaparticipa.citizenlab.co,demo,,2022-06-24 16:02:13,SocketError: Failed to open TCP connection to nunoaparticipa.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
8f63fb7c-086c-4d98-8fd8-5e4136243abe,participa.lareina.cl,active,,2023-01-09 11:24:31,SocketError: Failed to open TCP connection to participa.lareina.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
eb770247-1bd1-4952-a101-cbcdbc5a5a46,participa.mpudahuel.cl,churned,,2022-06-28 14:33:32,SocketError: Failed to open TCP connection to participa.mpudahuel.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
e6eb0be9-b6e7-4caf-908b-2c162969c725,participa.muniarica.cl,active,,2022-12-07 1:18:39,SocketError: Failed to open TCP connection to participa.muniarica.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
7cd81321-fb2e-44aa-b611-1369c0281357,participa.santiago2050.cl,active,,2022-07-04 17:07:48,SocketError: Failed to open TCP connection to participa.santiago2050.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
0b8cee85-36b5-4033-9a25-36e0393d3914,participacion.cecrea.cl,churned,,2020-09-29 16:31:18,SocketError: Failed to open TCP connection to participacion.cecrea.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
7383448d-a601-4a6e-9e4e-b9d1dcd92b50,participacion.digital.gob.cl,active,,2022-08-29 13:38:25,SocketError: Failed to open TCP connection to participacion.digital.gob.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
4294d645-2f67-46ee-ac1e-b3885d0daf1b,participacionambiental.citizenlab.co,churned,,2020-05-11 18:21:31,SocketError: Failed to open TCP connection to participacionambiental.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
9d523872-637b-4ca5-bed7-75adda25b3f2,participaconenergia.citizenlab.co,demo,,2021-02-24 18:09:09,SocketError: Failed to open TCP connection to participaconenergia.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
c44f7c38-7029-4078-b6e6-ad87818283cb,participaconenergia.minenergia.cl,active,,2021-10-28 16:29:24,SocketError: Failed to open TCP connection to participaconenergia.minenergia.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
72bf60f0-43f4-440d-aab5-2dc2c2237321,participaconserviu.citizenlab.co,demo,,2022-10-19 12:59:20,SocketError: Failed to open TCP connection to participaconserviu.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
ba9cf243-fa37-446b-9975-836f820df650,participamop.citizenlab.co,demo,,2021-04-14 21:51:13,SocketError: Failed to open TCP connection to participamop.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
a4e4d34b-b6ee-40a0-a8a0-388a861048af,participanoneutrales.cl,churned,DELETED,2020-10-27 21:41:21,SocketError: Failed to open TCP connection to participanoneutrales.cl:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
2331988f-5776-44b0-be7e-2a382690b96e,penalolenmascerca.cl,churned,,2019-05-31 12:56:42,SocketError: Failed to open TCP connection to penalolenmascerca.cl:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
5b0092b0-8845-40b0-a8f6-ee176aa12c50,prc-demo.citizenlab.co,demo,,2021-05-02 15:33:12,SocketError: Failed to open TCP connection to prc-demo.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
58da36e8-0bd6-49a4-9830-ef11c91f9038,projetmontpellier.fr,churned,DELETED,2019-11-08 10:55:07,SocketError: Failed to open TCP connection to projetmontpellier.fr:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
eb7990e2-d3cf-48fc-9006-1ee1d3a8f7ec,publicoescazu.cepal.org,active,,2022-08-08 15:51:18,SocketError: Failed to open TCP connection to publicoescazu.cepal.org:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
c4b36ee7-265f-4fc1-8eb0-d9442ab45583,reconstruccionhonduras.citizenlab.co,demo,,2021-12-30 5:06:54,SocketError: Failed to open TCP connection to reconstruccionhonduras.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
1ce3a612-c754-4869-abcb-772ebb65e14a,redmercosurfromargentina.citizenlab.co,churned,,2022-04-28 13:59:08,SocketError: Failed to open TCP connection to redmercosurfromargentina.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
70872ff9-4aa5-4865-be14-d4267c000409,saanich.citizenlab.co,active,,2023-10-18 20:59:44,SocketError: Failed to open TCP connection to saanich.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
d7f2212d-cc1d-474b-879e-4d4a9714b635,san-bernardo.citizenlab.co,churned,,2019-12-11 16:38:31,SocketError: Failed to open TCP connection to san-bernardo.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
3e02ca0f-aeee-4e4d-8587-3e2d73086f4b,san-esteban.citizenlab.co,churned,,2019-12-11 22:16:43,SocketError: Failed to open TCP connection to san-esteban.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
a420a6cf-8824-468c-a179-8ca91a2465f9,san-ramon.citizenlab.co,demo,,2020-11-04 16:47:28,SocketError: Failed to open TCP connection to san-ramon.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
b98faf6a-8324-48b8-a3f1-07905fd31bbe,san-vicente.citizenlab.co,churned,,2019-12-11 16:49:18,SocketError: Failed to open TCP connection to san-vicente.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
4fb3f5aa-33a7-41f7-8651-ff4d8c5559f8,saneamentodebasenatural.citizenlab.co,churned,,2022-03-28 20:00:31,SocketError: Failed to open TCP connection to saneamentodebasenatural.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
9d4d68d4-3bc0-4011-a7fb-8321ad0acf30,sanisidroparticipa.citizenlab.co,churned,,2020-11-30 17:07:51,SocketError: Failed to open TCP connection to sanisidroparticipa.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
39f085d7-07f1-41e8-849b-c92c9d198600,sanpedrodecide-demo.citizenlab.co,demo,,2021-12-15 8:30:45,SocketError: Failed to open TCP connection to sanpedrodecide-demo.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
22054193-73ce-48dd-8ea7-53eca53f233a,santaanatzacuala-hidalgo.citizenlab.co,active,,2022-05-30 17:20:47,SocketError: Failed to open TCP connection to santaanatzacuala-hidalgo.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
9597e2a1-a8dd-41cc-91d8-2c8a480769c5,santiago.demo.citizenlab.co,demo,,2020-01-27 11:26:31,SocketError: Failed to open TCP connection to santiago.demo.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
588055c2-885a-4feb-9747-05700bff1509,senama.demo.citizenlab.co,demo,,2020-02-05 17:25:58,SocketError: Failed to open TCP connection to senama.demo.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
43473120-48db-4173-ba38-488eaf2b0c5f,speakup2019.be,churned,DELETED,2018-05-08 7:09:30,SocketError: Failed to open TCP connection to speakup2019.be:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
20830e34-f7b6-4284-8a31-698712906275,statkraftparticipa.citizenlab.co,churned,,2020-10-07 14:37:42,SocketError: Failed to open TCP connection to statkraftparticipa.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
486973fd-52a5-467b-9f26-67e969a0578e,talca.citizenlab.co,churned,,2021-09-27 14:06:09,SocketError: Failed to open TCP connection to talca.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
da989cd6-0dfb-4285-a582-13835f76ce2c,toronto-ward-18.citizenlab.co,active,,2023-10-26 22:19:00,SocketError: Failed to open TCP connection to toronto-ward-18.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
2e70a1ad-e886-4566-95c1-59f5168e332c,tppcoronel.cl,churned,DELETED,2020-09-29 16:33:46,SocketError: Failed to open TCP connection to tppcoronel.cl:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
035c4fe1-55ca-4ab6-a765-ffcb0c0c53ea,tumunicipio.citizenlab.co,demo,,2021-02-23 19:20:13,SocketError: Failed to open TCP connection to tumunicipio.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
0d44a552-6904-4c57-b42f-5d28b49bafde,vinadelmarparticipa.citizenlab.co,demo,,2022-08-22 15:34:11,SocketError: Failed to open TCP connection to vinadelmarparticipa.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
8a0a62cb-e9d9-4a9a-89d6-e83236e10c85,vitacuraparticipa.citizenlab.co,churned,,2022-09-27 8:45:13,SocketError: Failed to open TCP connection to vitacuraparticipa.citizenlab.co:443 (getaddrinfo: nodename nor servname provided,Citizenlab web app working
36076bf0-0721-4329-9747-aa97ca5a6549,www.demain-mont-saint-guibert.be,churned,DELETED,2017-11-13 15:39:33,SocketError: Failed to open TCP connection to www.demain-mont-saint-guibert.be:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
2f345af2-f792-45b5-9262-e3cecb291114,www.govchat.org.za,churned,DELETED,2018-02-10 14:41:15,SocketError: Failed to open TCP connection to www.govchat.org.za:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
2e7503e0-c386-45ff-a70a-5f5ecb187ca8,www.onscranendonck.nu,churned,DELETED,2017-05-14 13:41:28,SocketError: Failed to open TCP connection to www.onscranendonck.nu:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
95563423-030e-427a-b876-e6404d39c443,www.reconstruisonsverviers.be,churned,DELETED,2018-04-19 13:46:51,SocketError: Failed to open TCP connection to www.reconstruisonsverviers.be:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
6ab834d8-e18a-4ea2-bd8a-90d4a8a97687,yfvgvghkjgliugfucfgcv.,churned,DELETED,2021-10-25 14:53:11,SocketError: Failed to open TCP connection to yfvgvghkjgliugfucfgcv.:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
de30884e-3b35-4f03-ab41-764279958ffa,youth4climate.be,churned,DELETED,2019-01-23 19:41:08,SocketError: Failed to open TCP connection to youth4climate.be:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
0802ec4a-f25e-46be-a26e-ae6f91236f95,zuurstof.be,churned,,2020-08-26 10:34:36,SocketError: Failed to open TCP connection to zuurstof.be:443 (getaddrinfo: nodename nor servname provided,This site can’t be reached
